Customer_SK,Customer_ID,Customer_Title,Customer_First_Name,Customer_Last_Name,Customer_Segment,Marital_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Region,Customer_Name
218,218,Ms.,Ursula,Kirby,SME,Widowed,Male,1968-11-29,2012-10-30,,EAST,Ms. Ursula Kirby
219,219,Professor,Catherine,Dillon,Corporate,Divorced,Male,1975-12-27,2014-05-25,,SOUTH,Professor Catherine Dillon
220,220,Mr.,James,Harris,Corporate,Widowed,Female,1955-05-18,2003-07-18,,SOUTH,Mr. James Harris
221,221,Professor,Gwendolyn,Taylor,SME,Divorced,Female,1962-11-21,2007-01-04,,SOUTH,Professor Gwendolyn Taylor
222,222,Professor,Edward,Thomas,Consumer,Divorced,Female,2000-05-22,2002-05-19,,SOUTH,Professor Edward Thomas
223,223,Mrs.,Irene,Harris,Corporate,Single,Female,1962-08-22,2002-03-04,,EAST,Mrs. Irene Harris
224,224,Ms.,Henry,Garcia,Corporate,Married,Female,1978-01-21,2004-04-04,,SOUTH,Ms. Henry Garcia
225,225,Dr.,Catherine,Anderson,SME,Widowed,Female,1952-01-30,2002-01-07,,SOUTH,Dr. Catherine Anderson
226,226,Ms.,Gwendolyn,Kirby,Corporate,Divorced,Female,1954-05-14,2001-02-18,,WEST,Ms. Gwendolyn Kirby
227,227,Mr.,Rachel,Smith,SME,Divorced,Female,1988-08-29,2003-01-02,,NORTH,Mr. Rachel Smith
228,228,Dr.,Liam,Johnson,Corporate,Married,Female,1954-08-04,2012-10-15,,SOUTH,Dr. Liam Johnson
229,229,Dr.,Megan,Thompson,Consumer,Single,Male,1999-05-01,2006-04-10,,EAST,Dr. Megan Thompson
230,230,Professor,Liam,Taylor,SME,Married,Female,1982-10-20,2003-03-27,,SOUTH,Professor Liam Taylor
231,231,Mrs.,Bonnie,Johnson,Consumer,Widowed,Male,1979-11-18,2010-08-16,,EAST,Mrs. Bonnie Johnson
232,232,Mrs.,Tina,Taylor,SME,Divorced,Female,1985-04-03,2013-10-29,,NORTH,Mrs. Tina Taylor
233,233,Ms.,Wendy,Kirby,Corporate,Divorced,Male,1992-08-09,2000-05-16,,SOUTH,Ms. Wendy Kirby
234,234,Mr.,Samuel,Anderson,SME,Married,Male,1992-07-30,2005-12-15,,SOUTH,Mr. Samuel Anderson
235,235,Professor,Fiona,Thompson,Consumer,Married,Male,1984-02-10,2003-04-25,,SOUTH,Professor Fiona Thompson
236,236,Ms.,Aaron,Harris,SME,Widowed,Male,1987-07-28,2003-05-25,,WEST,Ms. Aaron Harris
237,237,Dr.,Quinn,Tyson,SME,Married,Male,1955-08-03,2015-10-30,,SOUTH,Dr. Quinn Tyson
238,238,Professor,Victor,Martin,Corporate,Married,Female,1983-10-22,2007-01-14,,NORTH,Professor Victor Martin
239,239,Ms.,Victor,Dillon,Corporate,Married,Female,1993-06-09,2004-04-24,,NORTH,Ms. Victor Dillon
240,240,Mrs.,James,Anderson,Corporate,Widowed,Female,1993-11-14,2007-02-10,,WEST,Mrs. James Anderson
241,241,Professor,Diana,Kirby,Consumer,Divorced,Female,1984-01-24,2008-11-06,,NORTH,Professor Diana Kirby
242,242,Ms.,James,Williams,SME,Divorced,Female,1989-09-08,2014-09-17,,EAST,Ms. James Williams
243,243,Ms.,Gwendolyn,Potter,Consumer,Divorced,Male,2000-06-03,2015-08-13,,WEST,Ms. Gwendolyn Potter
244,244,Professor,Henry,Johnson,Consumer,Married,Male,1970-03-31,2014-04-23,,WEST,Professor Henry Johnson
245,245,Mr.,Karen,Martin,Corporate,Married,Female,1962-05-02,2000-02-12,,SOUTH,Mr. Karen Martin
246,246,Ms.,Ursula,Miller,Consumer,Single,Male,1978-10-25,2006-05-27,,SOUTH,Ms. Ursula Miller
247,247,Mrs.,Fiona,White,Consumer,Widowed,Female,1953-04-05,2008-11-26,,EAST,Mrs. Fiona White
248,248,Professor,Aaron,Anderson,Corporate,Divorced,Female,1959-08-18,2007-07-07,,EAST,Professor Aaron Anderson
249,249,Dr.,Brian,Thompson,Corporate,Single,Male,1974-06-24,2004-04-28,,WEST,Dr. Brian Thompson
250,250,Mrs.,Ursula,Wilson,SME,Divorced,Male,1951-04-07,2007-07-24,,SOUTH,Mrs. Ursula Wilson
251,251,Dr.,Tina,Dillon,Consumer,Divorced,Female,1988-05-15,2011-07-23,,WEST,Dr. Tina Dillon
252,252,Dr.,Fiona,Jones,Corporate,Single,Female,1979-01-12,2005-07-25,,EAST,Dr. Fiona Jones
253,253,Ms.,Olivia,Wilson,Corporate,Single,Female,1977-02-02,2013-01-23,,WEST,Ms. Olivia Wilson
254,254,Dr.,Bonnie,Brown,SME,Widowed,Female,1977-07-11,2003-08-01,,WEST,Dr. Bonnie Brown
255,255,Ms.,Ursula,Anderson,Corporate,Married,Male,1969-10-24,2004-11-30,,EAST,Ms. Ursula Anderson
256,256,Ms.,Xander,Tyson,SME,Widowed,Male,1987-04-23,2015-09-29,,SOUTH,Ms. Xander Tyson
257,257,Mr.,Victor,Tyson,Consumer,Divorced,Male,1997-02-22,2010-01-07,,WEST,Mr. Victor Tyson
258,258,Professor,Allison,Potter,Consumer,Married,Female,1968-02-20,2012-11-04,,EAST,Professor Allison Potter
259,259,Professor,Diana,Miller,Consumer,Widowed,Female,1993-11-08,2002-01-14,,SOUTH,Professor Diana Miller
260,260,Dr.,Quinn,White,SME,Widowed,Female,2000-08-04,2001-04-17,,WEST,Dr. Quinn White
261,261,Mr.,Megan,Wilson,Consumer,Single,Female,1969-07-20,2012-12-20,,EAST,Mr. Megan Wilson
262,262,Professor,Wendy,Williams,Consumer,Widowed,Female,1955-05-29,2001-07-19,,NORTH,Professor Wendy Williams
263,263,Dr.,Fiona,Jones,Corporate,Widowed,Female,1983-08-06,2008-07-30,,SOUTH,Dr. Fiona Jones
264,264,Mrs.,Victor,Potter,SME,Married,Female,1981-03-14,2002-08-29,,EAST,Mrs. Victor Potter
265,265,Mr.,Xander,Davis,SME,Widowed,Female,1952-01-15,2006-09-10,,WEST,Mr. Xander Davis
266,266,Mrs.,Allison,Davis,Corporate,Married,Male,1991-04-29,2007-10-06,,SOUTH,Mrs. Allison Davis
267,267,Professor,Bonnie,White,Consumer,Married,Male,1951-05-28,2005-05-25,,EAST,Professor Bonnie White
268,268,Mr.,Olivia,Tyson,Corporate,Widowed,Male,1971-12-16,2000-12-28,,EAST,Mr. Olivia Tyson
269,269,Mrs.,Yvonne,Johnson,SME,Married,Female,1995-03-17,2006-06-27,,WEST,Mrs. Yvonne Johnson
270,270,Mrs.,Henry,Anderson,Corporate,Widowed,Female,1996-10-06,2004-12-15,,NORTH,Mrs. Henry Anderson
271,271,Mrs.,Rachel,Kirby,Consumer,Widowed,Female,1988-04-29,2012-06-19,,EAST,Mrs. Rachel Kirby
272,272,Ms.,Zachary,Thompson,Corporate,Married,Female,1987-05-09,2009-02-26,,SOUTH,Ms. Zachary Thompson
273,273,Dr.,Yvonne,Potter,SME,Divorced,Male,1971-08-15,2005-01-20,,WEST,Dr. Yvonne Potter
274,274,Dr.,Bonnie,Potter,Corporate,Married,Male,1987-05-15,2012-07-01,,SOUTH,Dr. Bonnie Potter
275,275,Mr.,Gwendolyn,Taylor,SME,Single,Male,1990-05-09,2008-04-27,,NORTH,Mr. Gwendolyn Taylor
276,276,Professor,Irene,Jackson,SME,Married,Male,1953-07-19,2001-08-19,,EAST,Professor Irene Jackson
277,277,Ms.,Gwendolyn,Taylor,SME,Married,Male,1951-05-18,2004-10-01,,SOUTH,Ms. Gwendolyn Taylor
278,278,Mrs.,Henry,Tyson,Corporate,Divorced,Female,1985-08-01,2005-05-14,,SOUTH,Mrs. Henry Tyson
279,279,Ms.,Rachel,Dillon,SME,Divorced,Female,1977-09-02,2005-11-12,,SOUTH,Ms. Rachel Dillon
280,280,Ms.,Diana,Martin,Corporate,Divorced,Male,1968-03-23,2008-04-24,,SOUTH,Ms. Diana Martin
281,281,Mr.,Xander,Jones,Corporate,Widowed,Male,1973-05-25,2012-05-29,,WEST,Mr. Xander Jones
282,282,Dr.,Karen,Davis,Corporate,Divorced,Female,1972-01-18,2011-03-14,,WEST,Dr. Karen Davis
283,283,Ms.,Olivia,Garcia,Consumer,Widowed,Male,1965-03-09,2003-02-20,,SOUTH,Ms. Olivia Garcia
284,284,Mr.,Allison,Williams,SME,Married,Male,1950-07-29,2009-04-01,,EAST,Mr. Allison Williams
285,285,Mr.,Wendy,Jones,Corporate,Widowed,Male,1969-08-16,2011-05-05,,EAST,Mr. Wendy Jones
286,286,Mr.,Victor,Martin,Consumer,Widowed,Male,1950-08-05,2011-12-08,,SOUTH,Mr. Victor Martin
287,287,Mr.,Rachel,Anderson,Consumer,Widowed,Male,1995-01-21,2015-08-26,,NORTH,Mr. Rachel Anderson
288,288,Mrs.,Quinn,Jones,Corporate,Divorced,Female,1967-03-22,2013-11-25,,EAST,Mrs. Quinn Jones
289,289,Dr.,Charles,Thomas,SME,Married,Male,1991-03-07,2012-09-02,,SOUTH,Dr. Charles Thomas
290,290,Mr.,Victor,Williams,Corporate,Widowed,Female,1958-05-22,2009-02-02,,NORTH,Mr. Victor Williams
291,291,Mrs.,Ursula,Smith,SME,Widowed,Female,1957-06-02,2011-03-18,,EAST,Mrs. Ursula Smith
292,292,Mr.,Catherine,Thompson,Corporate,Widowed,Male,1970-08-12,2004-09-27,,EAST,Mr. Catherine Thompson
293,293,Professor,Victor,Wilson,Consumer,Single,Female,2000-07-22,2014-10-05,,EAST,Professor Victor Wilson
294,294,Mrs.,Gwendolyn,Kirby,Consumer,Divorced,Male,1985-09-25,2001-09-22,,EAST,Mrs. Gwendolyn Kirby
295,295,Ms.,Victor,Potter,SME,Single,Female,1984-06-08,2003-02-20,,SOUTH,Ms. Victor Potter
296,296,Mrs.,Diana,White,Corporate,Widowed,Male,1956-10-26,2007-08-22,,EAST,Mrs. Diana White
297,297,Dr.,Zachary,Harris,Corporate,Widowed,Male,1970-06-20,2007-12-24,,NORTH,Dr. Zachary Harris
298,298,Ms.,Charles,Tyson,Consumer,Single,Female,1972-02-10,2015-12-29,,SOUTH,Ms. Charles Tyson
299,299,Mrs.,Megan,Dillon,Consumer,Divorced,Male,1984-12-15,2007-02-07,,WEST,Mrs. Megan Dillon
300,300,Ms.,James,Harris,Consumer,Married,Male,1974-03-15,2002-04-17,,EAST,Ms. James Harris
301,301,Professor,Olivia,Potter,Consumer,Single,Male,1995-12-22,2009-02-24,,SOUTH,Professor Olivia Potter
302,302,Professor,Rachel,Williams,Corporate,Single,Female,1979-02-08,2008-08-21,,NORTH,Professor Rachel Williams
303,303,Professor,Yvonne,Williams,SME,Married,Female,1971-10-12,2012-10-29,,SOUTH,Professor Yvonne Williams
304,304,Ms.,Edward,Wilson,Consumer,Married,Male,1974-01-30,2011-01-22,,WEST,Ms. Edward Wilson
305,305,Ms.,Irene,White,Corporate,Divorced,Male,1993-06-11,2001-09-22,,SOUTH,Ms. Irene White
306,306,Mrs.,Tina,Tyson,Corporate,Married,Male,1991-01-29,2002-05-26,,SOUTH,Mrs. Tina Tyson
307,307,Dr.,Karen,Tyson,Corporate,Divorced,Male,1979-07-26,2009-11-15,,SOUTH,Dr. Karen Tyson
308,308,Mrs.,Karen,Tyson,Corporate,Married,Female,1992-12-22,2007-01-17,,NORTH,Mrs. Karen Tyson
309,309,Dr.,Xander,Dillon,Corporate,Widowed,Female,1971-10-01,2007-04-23,,NORTH,Dr. Xander Dillon
310,310,Mrs.,Diana,Kirby,SME,Single,Female,1998-12-14,2004-01-13,,NORTH,Mrs. Diana Kirby
311,311,Mr.,Olivia,Anderson,Consumer,Widowed,Female,1986-09-15,2015-02-04,,WEST,Mr. Olivia Anderson
312,312,Dr.,Irene,Jones,SME,Widowed,Female,1983-10-28,2001-08-28,,WEST,Dr. Irene Jones
313,313,Dr.,Rachel,Thompson,SME,Divorced,Male,1998-10-10,2000-10-28,,SOUTH,Dr. Rachel Thompson
314,314,Ms.,Yvonne,Davis,SME,Single,Female,1964-12-03,2014-07-06,,EAST,Ms. Yvonne Davis
315,315,Mr.,Zachary,White,Consumer,Divorced,Male,1950-12-12,2002-03-18,,NORTH,Mr. Zachary White
316,316,Dr.,Liam,Jackson,Consumer,Divorced,Female,1994-11-25,2003-05-19,,SOUTH,Dr. Liam Jackson
317,317,Mr.,James,White,Corporate,Divorced,Female,1960-05-31,2003-03-06,,EAST,Mr. James White
318,318,Professor,Zachary,Miller,Consumer,Widowed,Female,1993-04-29,2007-10-24,,SOUTH,Professor Zachary Miller
319,319,Ms.,Karen,Williams,Consumer,Single,Female,1954-01-04,2015-12-10,,SOUTH,Ms. Karen Williams
320,320,Mrs.,Victor,Garcia,Corporate,Married,Female,1996-04-17,2003-11-30,,EAST,Mrs. Victor Garcia
321,321,Mrs.,Henry,Jackson,Corporate,Widowed,Male,1966-09-21,2014-05-13,,SOUTH,Mrs. Henry Jackson
322,322,Dr.,Olivia,Kirby,Consumer,Married,Female,1984-11-19,2000-02-06,,WEST,Dr. Olivia Kirby
323,323,Professor,Samuel,Brown,Consumer,Divorced,Female,1966-10-10,2008-03-15,,EAST,Professor Samuel Brown
324,324,Professor,Irene,Martin,SME,Widowed,Female,1978-02-12,2013-05-22,,EAST,Professor Irene Martin
325,325,Dr.,Liam,Thomas,SME,Divorced,Male,1965-06-24,2015-02-09,,EAST,Dr. Liam Thomas
326,326,Mrs.,Karen,Brown,Corporate,Married,Male,1977-05-25,2002-08-16,,WEST,Mrs. Karen Brown
327,327,Mrs.,Nathan,Tyson,Corporate,Married,Male,1984-06-04,2009-06-27,,SOUTH,Mrs. Nathan Tyson
328,328,Mrs.,Patrick,Anderson,SME,Widowed,Male,1966-10-14,2007-01-21,,WEST,Mrs. Patrick Anderson
329,329,Mrs.,Aaron,Martin,Corporate,Widowed,Female,1967-07-04,2008-08-11,,NORTH,Mrs. Aaron Martin
330,330,Dr.,Wendy,Harris,Consumer,Single,Female,1965-01-02,2001-11-08,,SOUTH,Dr. Wendy Harris
331,331,Professor,Irene,Davis,SME,Widowed,Female,1975-11-25,2003-10-09,,EAST,Professor Irene Davis
332,332,Ms.,Samuel,Brown,SME,Single,Female,1998-09-22,2008-03-24,,EAST,Ms. Samuel Brown
333,333,Mrs.,Nathan,Brown,Corporate,Widowed,Female,1976-09-16,2000-09-21,,WEST,Mrs. Nathan Brown
334,334,Mrs.,Olivia,Brown,SME,Divorced,Female,1968-10-30,2013-03-09,,EAST,Mrs. Olivia Brown
335,335,Mrs.,Tina,Jones,SME,Divorced,Female,1968-07-26,2001-05-01,,WEST,Mrs. Tina Jones
336,336,Ms.,Karen,Anderson,Consumer,Single,Female,1973-12-26,2011-07-16,,WEST,Ms. Karen Anderson
337,337,Mrs.,Irene,Dillon,SME,Married,Female,1961-11-27,2005-08-07,,EAST,Mrs. Irene Dillon
338,338,Dr.,Yvonne,Jackson,SME,Divorced,Female,1962-10-03,2012-12-13,,WEST,Dr. Yvonne Jackson
339,339,Mr.,Olivia,Williams,SME,Divorced,Female,1986-02-21,2011-07-25,,SOUTH,Mr. Olivia Williams
340,340,Professor,Patrick,Taylor,SME,Widowed,Female,1950-03-23,2002-02-02,,SOUTH,Professor Patrick Taylor
341,341,Dr.,Zachary,Potter,Corporate,Married,Female,1969-07-17,2009-08-20,,EAST,Dr. Zachary Potter
342,342,Ms.,Allison,Anderson,SME,Married,Female,1999-02-07,2012-12-17,,NORTH,Ms. Allison Anderson
343,343,Mr.,Catherine,Johnson,Consumer,Widowed,Male,1958-12-07,2014-01-16,,NORTH,Mr. Catherine Johnson
344,344,Mr.,Olivia,Harris,SME,Married,Female,1988-05-19,2004-07-15,,WEST,Mr. Olivia Harris
345,345,Mr.,Brian,Wilson,Corporate,Single,Male,1982-05-03,2005-08-13,,WEST,Mr. Brian Wilson
346,346,Ms.,Megan,Dillon,SME,Single,Male,1971-01-03,2009-08-17,,EAST,Ms. Megan Dillon
347,347,Mr.,Gwendolyn,Martin,SME,Married,Female,1961-11-27,2013-04-25,,EAST,Mr. Gwendolyn Martin
348,348,Mr.,Aaron,Taylor,Corporate,Married,Male,1987-11-21,2015-07-26,,EAST,Mr. Aaron Taylor
349,349,Mr.,Megan,Williams,Corporate,Divorced,Male,1959-04-05,2007-01-10,,WEST,Mr. Megan Williams
350,350,Mrs.,Yvonne,Jones,SME,Single,Male,1956-02-20,2011-11-24,,SOUTH,Mrs. Yvonne Jones
351,351,Mrs.,Liam,Miller,Consumer,Widowed,Male,1986-12-08,2013-10-25,,SOUTH,Mrs. Liam Miller
352,352,Professor,Edward,Brown,Corporate,Widowed,Male,1984-06-14,2007-11-19,,EAST,Professor Edward Brown
353,353,Mr.,Irene,Dillon,SME,Divorced,Male,1972-04-06,2012-05-30,,WEST,Mr. Irene Dillon
354,354,Professor,Gwendolyn,Thompson,Corporate,Widowed,Male,1995-09-18,2004-03-25,,NORTH,Professor Gwendolyn Thompson
355,355,Mr.,Patrick,Jackson,SME,Single,Male,1971-08-18,2011-03-16,,WEST,Mr. Patrick Jackson
356,356,Dr.,Karen,Jones,SME,Divorced,Male,2000-12-28,2009-06-09,,NORTH,Dr. Karen Jones
357,357,Mr.,Yvonne,Williams,Consumer,Divorced,Male,1956-01-22,2000-04-22,,SOUTH,Mr. Yvonne Williams
358,358,Professor,Zachary,Jackson,Corporate,Widowed,Female,1975-09-14,2014-02-05,,EAST,Professor Zachary Jackson
359,359,Professor,Ursula,Potter,Corporate,Single,Male,1963-09-13,2006-03-23,,EAST,Professor Ursula Potter
360,360,Professor,Zachary,Jones,Corporate,Single,Female,1979-04-25,2008-10-05,,WEST,Professor Zachary Jones
361,361,Mr.,Bonnie,Davis,SME,Widowed,Male,1988-12-24,2002-08-08,,WEST,Mr. Bonnie Davis
362,362,Mr.,Victor,Garcia,SME,Married,Male,1951-02-20,2015-11-17,,NORTH,Mr. Victor Garcia
363,363,Professor,Patrick,Thomas,Corporate,Married,Male,1996-05-27,2005-10-24,,WEST,Professor Patrick Thomas
364,364,Mr.,Xander,Brown,SME,Divorced,Male,1980-01-21,2009-08-18,,NORTH,Mr. Xander Brown
365,365,Mr.,Wendy,Kirby,Consumer,Divorced,Female,1994-07-06,2010-03-17,,NORTH,Mr. Wendy Kirby
366,366,Ms.,Liam,Garcia,Consumer,Single,Male,1959-03-26,2012-11-14,,WEST,Ms. Liam Garcia
367,367,Mrs.,Brian,Smith,Corporate,Divorced,Male,1954-02-15,2010-07-31,,EAST,Mrs. Brian Smith
368,368,Professor,Brian,Johnson,Consumer,Divorced,Female,1987-08-16,2005-01-13,,WEST,Professor Brian Johnson
369,369,Professor,Irene,Williams,Consumer,Single,Male,1983-06-13,2002-09-05,,NORTH,Professor Irene Williams
370,370,Dr.,Megan,Williams,Consumer,Divorced,Female,1975-04-30,2006-12-20,,EAST,Dr. Megan Williams
371,371,Ms.,Liam,Miller,Corporate,Married,Female,2000-07-31,2006-10-25,,EAST,Ms. Liam Miller
372,372,Professor,Yvonne,Miller,Corporate,Single,Male,1971-12-29,2003-05-18,,SOUTH,Professor Yvonne Miller
373,373,Mr.,Rachel,Thomas,SME,Widowed,Female,1980-01-21,2000-01-12,,WEST,Mr. Rachel Thomas
374,374,Mrs.,Gwendolyn,Thompson,Consumer,Single,Female,1987-08-31,2011-01-13,,EAST,Mrs. Gwendolyn Thompson
375,375,Professor,Bonnie,Davis,Corporate,Divorced,Male,1987-01-22,2015-09-20,,EAST,Professor Bonnie Davis
376,376,Dr.,Quinn,Jones,Corporate,Single,Male,1956-09-18,2013-04-10,,EAST,Dr. Quinn Jones
377,377,Ms.,James,Wilson,Corporate,Divorced,Female,1985-04-03,2015-09-19,,WEST,Ms. James Wilson
378,378,Mrs.,Henry,Williams,Consumer,Single,Male,1962-03-19,2013-02-10,,NORTH,Mrs. Henry Williams
379,379,Ms.,Olivia,Harris,Consumer,Divorced,Female,1986-06-21,2002-09-16,,WEST,Ms. Olivia Harris
380,380,Mr.,Olivia,Wilson,SME,Divorced,Male,1958-02-10,2003-07-15,,NORTH,Mr. Olivia Wilson
381,381,Mrs.,Allison,Taylor,Corporate,Married,Female,1958-03-08,2015-12-13,,WEST,Mrs. Allison Taylor
382,382,Ms.,Victor,Anderson,Corporate,Widowed,Male,1965-08-07,2000-09-11,,EAST,Ms. Victor Anderson
383,383,Mrs.,Olivia,Brown,Consumer,Single,Male,1960-11-23,2000-04-07,,EAST,Mrs. Olivia Brown
384,384,Ms.,Allison,Jackson,Consumer,Divorced,Male,1957-07-16,2013-01-22,,WEST,Ms. Allison Jackson
385,385,Dr.,Gwendolyn,Dillon,Consumer,Divorced,Male,1961-07-22,2002-01-23,,EAST,Dr. Gwendolyn Dillon
386,386,Professor,Bonnie,Garcia,Consumer,Widowed,Female,1988-11-10,2008-11-09,,SOUTH,Professor Bonnie Garcia
387,387,Mrs.,Fiona,Thomas,Corporate,Divorced,Male,1966-10-16,2006-03-02,,SOUTH,Mrs. Fiona Thomas
388,388,Professor,Tina,Tyson,Corporate,Divorced,Female,1972-01-19,2014-07-08,,EAST,Professor Tina Tyson
389,389,Ms.,Bonnie,Williams,Consumer,Widowed,Male,1984-05-12,2003-01-29,,SOUTH,Ms. Bonnie Williams
390,390,Dr.,Megan,Thomas,SME,Divorced,Female,1998-11-07,2010-11-14,,EAST,Dr. Megan Thomas
391,391,Mr.,Irene,Garcia,Consumer,Married,Female,1978-08-10,2013-05-23,,SOUTH,Mr. Irene Garcia
392,392,Professor,Zachary,Martin,Consumer,Married,Male,1982-01-25,2013-02-05,,EAST,Professor Zachary Martin
393,393,Ms.,Victor,Davis,SME,Married,Female,1997-11-17,2001-04-03,,WEST,Ms. Victor Davis
394,394,Mrs.,Allison,Garcia,SME,Divorced,Female,1971-03-23,2013-04-15,,NORTH,Mrs. Allison Garcia
395,395,Professor,Wendy,Thomas,Corporate,Married,Female,2000-07-25,2003-03-10,,EAST,Professor Wendy Thomas
396,396,Mr.,Patrick,Johnson,Consumer,Married,Female,1955-01-15,2005-03-20,,WEST,Mr. Patrick Johnson
397,397,Mrs.,Karen,Tyson,Corporate,Married,Male,1961-09-15,2007-08-23,,EAST,Mrs. Karen Tyson
398,398,Mrs.,Edward,Kirby,Consumer,Divorced,Female,1959-12-14,2011-10-21,,EAST,Mrs. Edward Kirby
399,399,Ms.,Samuel,Brown,Consumer,Married,Female,1977-01-27,2007-03-27,,SOUTH,Ms. Samuel Brown
400,400,Mrs.,Ursula,Taylor,Consumer,Divorced,Male,2000-06-01,2015-07-22,,SOUTH,Mrs. Ursula Taylor
401,401,Mrs.,James,Anderson,SME,Widowed,Male,1965-12-11,2000-01-15,,SOUTH,Mrs. James Anderson
402,402,Professor,Tina,Taylor,Corporate,Single,Male,1969-10-26,2014-05-06,,WEST,Professor Tina Taylor
403,403,Mrs.,Xander,Williams,SME,Married,Male,1981-02-11,2007-03-02,,NORTH,Mrs. Xander Williams
404,404,Ms.,Olivia,Smith,Corporate,Single,Female,1968-10-23,2005-08-06,,NORTH,Ms. Olivia Smith
405,405,Mr.,Xander,Smith,Consumer,Widowed,Female,1984-08-16,2009-10-29,,EAST,Mr. Xander Smith
406,406,Ms.,Catherine,Jackson,Corporate,Single,Male,1998-12-27,2008-06-01,,SOUTH,Ms. Catherine Jackson
407,407,Mr.,Olivia,Williams,Corporate,Divorced,Male,1976-06-16,2000-06-13,,WEST,Mr. Olivia Williams
408,408,Dr.,Karen,Garcia,Corporate,Single,Female,1964-06-08,2001-09-06,,EAST,Dr. Karen Garcia
409,409,Mrs.,Nathan,Dillon,Consumer,Single,Female,1988-12-14,2003-07-10,,EAST,Mrs. Nathan Dillon
410,410,Professor,Gwendolyn,White,Corporate,Divorced,Male,1998-06-16,2005-12-13,,WEST,Professor Gwendolyn White
411,411,Professor,Bonnie,Jackson,Consumer,Married,Female,1999-04-25,2011-01-04,,EAST,Professor Bonnie Jackson
412,412,Ms.,Nathan,Williams,Consumer,Single,Male,1993-02-03,2004-06-23,,EAST,Ms. Nathan Williams
413,413,Mr.,Ursula,Anderson,Corporate,Divorced,Female,1992-06-26,2002-08-04,,WEST,Mr. Ursula Anderson
414,414,Mr.,Catherine,Wilson,Corporate,Married,Female,1998-10-25,2008-09-09,,SOUTH,Mr. Catherine Wilson
415,415,Mr.,Fiona,Harris,Corporate,Widowed,Male,1973-08-15,2009-11-11,,NORTH,Mr. Fiona Harris
416,416,Mrs.,Samuel,Johnson,SME,Divorced,Female,1958-09-04,2001-12-03,,NORTH,Mrs. Samuel Johnson
417,417,Dr.,Rachel,Johnson,SME,Widowed,Male,1996-11-18,2009-05-22,,WEST,Dr. Rachel Johnson
418,418,Dr.,James,Williams,Consumer,Married,Female,1953-02-11,2011-04-06,,SOUTH,Dr. James Williams
419,419,Mrs.,Fiona,Miller,Consumer,Widowed,Female,1961-04-27,2000-12-15,,WEST,Mrs. Fiona Miller
420,420,Mrs.,Allison,Dillon,Consumer,Single,Female,1973-02-19,2007-03-04,,WEST,Mrs. Allison Dillon
421,421,Ms.,Rachel,Taylor,SME,Single,Female,1996-08-16,2010-04-11,,SOUTH,Ms. Rachel Taylor
422,422,Mrs.,Nathan,Jones,Consumer,Single,Male,2000-10-31,2013-03-09,,EAST,Mrs. Nathan Jones
423,423,Ms.,Brian,Potter,SME,Widowed,Female,1986-11-12,2005-12-03,,NORTH,Ms. Brian Potter
424,424,Ms.,Bonnie,Garcia,Consumer,Widowed,Female,1986-02-25,2003-03-24,,SOUTH,Ms. Bonnie Garcia
425,425,Mr.,Wendy,Davis,Consumer,Divorced,Female,1992-08-19,2006-01-09,,NORTH,Mr. Wendy Davis
426,426,Dr.,James,Wilson,Corporate,Married,Female,1958-10-24,2005-02-10,,NORTH,Dr. James Wilson
427,427,Professor,Irene,White,Consumer,Widowed,Female,1958-01-04,2004-03-19,,NORTH,Professor Irene White
428,428,Ms.,Yvonne,Thompson,Consumer,Married,Female,1955-01-16,2011-07-23,,SOUTH,Ms. Yvonne Thompson
429,429,Professor,Edward,Thompson,Consumer,Married,Male,1952-08-06,2003-11-24,,SOUTH,Professor Edward Thompson
430,430,Mr.,Bonnie,Harris,Corporate,Married,Female,1982-05-01,2015-10-21,,WEST,Mr. Bonnie Harris
431,431,Mr.,Quinn,Jackson,Corporate,Divorced,Female,1952-09-28,2005-06-04,,SOUTH,Mr. Quinn Jackson
432,432,Professor,Brian,Martin,Consumer,Divorced,Female,1999-06-19,2007-11-05,,WEST,Professor Brian Martin
433,433,Dr.,James,Smith,Consumer,Married,Male,1954-06-15,2003-08-27,,EAST,Dr. James Smith
434,434,Dr.,Irene,Dillon,Corporate,Single,Male,1996-01-19,2000-06-13,,WEST,Dr. Irene Dillon
435,435,Mrs.,Tina,Smith,SME,Divorced,Female,1972-08-23,2013-08-23,,WEST,Mrs. Tina Smith
436,436,Ms.,Catherine,Jackson,Corporate,Married,Female,1991-03-07,2005-08-26,,SOUTH,Ms. Catherine Jackson
437,437,Mr.,Samuel,Brown,SME,Divorced,Female,1995-11-22,2014-11-09,,SOUTH,Mr. Samuel Brown
438,438,Dr.,Victor,Brown,SME,Divorced,Female,1955-09-23,2007-07-17,,NORTH,Dr. Victor Brown
439,439,Ms.,Irene,Dillon,Consumer,Married,Female,1966-11-25,2003-05-13,,NORTH,Ms. Irene Dillon
440,440,Mr.,Victor,Jones,Corporate,Divorced,Female,1994-08-15,2006-08-18,,NORTH,Mr. Victor Jones
441,441,Professor,Xander,Johnson,SME,Married,Female,1967-01-15,2007-09-12,,SOUTH,Professor Xander Johnson
442,442,Mrs.,Quinn,Anderson,Consumer,Divorced,Female,2000-01-31,2004-01-23,,NORTH,Mrs. Quinn Anderson
